ID,deaths_r,deaths_nr,deaths,pestfield,dis_pestf,dis_sewers,dis_bspump,death_dum,COORD_X,COORD_Y,Longitude,Latitude
517,0,0,0,0,69.95,10.26,219.01,0,529202.4653,181126.4722,-0.13942590350985626,51.51429681740398
518,0,0,0,0,72.48,16.77,225.44,0,529193.9851,181123.9468,-0.13954896904294473,51.51427605986538
519,0,0,0,0,40.41,8.6,195.08,0,529216.7117,181100.6011,-0.13923018629765072,51.51406106651661
520,0,0,0,0,41.09,7.96,197.53,0,529213.5518,181099.3658,-0.13927615066600915,51.514050687279564
521,1,0,1,0,36.94,12.9,195.55,1,529213.6818,181094.2544,-0.1392761501171907,51.51400472297106
522,0,0,0,0,32.75,12.79,194.47,0,529212.2202,181086.9577,-0.1392998735692621,51.513939483701925
523,0,0,0,0,31.14,16.48,194.45,0,529210.6957,181082.1343,-0.1393235971798892,51.51389648559795
524,0,0,0,0,29.57,19.76,193.57,0,529210.578,181078.6665,-0.13932656230208965,51.513865348420715
525,0,0,0,0,27.65,18.43,192.16,0,529210.4203,181072.7228,-0.13933101019856015,51.51381197021761
526,0,0,0,0,28.19,13.77,192.39,0,529209.0932,181068.2344,-0.13935176790587073,51.513771937546466
527,0,0,0,0,27.47,8.91,190.54,0,529209.8446,181062.9738,-0.13934287196016662,51.51372449043912
528,0,0,0,0,26.03,7.33,187.88,0,529211.8873,181059.561,-0.13931470095619694,51.5136933539052
529,0,0,0,0,48.91,7.15,213.18,0,529188.7087,181072.3359,-0.1396438620432633,51.51381345367326
530,0,0,0,0,50.55,10.17,215.01,0,529187.5961,181075.6074,-0.13965868892470415,51.51384310783186
531,0,0,0,0,52.29,17.3,216.72,0,529187.4368,181081.8729,-0.13965868931659509,51.513899450388706
532,0,0,0,0,60.76,7.68,224.19,0,529183.0282,181093.3101,-0.13971799871642474,51.5140032401855
533,2,0,2,0,17.33,20.91,181.82,1,529220.6556,181071.0032,-0.13918422189858817,51.513794177963966
534,0,0,0,0,13.36,13.36,177.06,0,529226.2552,181073.4555,-0.13910267329566994,51.51381493647408
535,0,0,0,0,19.69,15.16,183.74,0,529217.4851,181066.1379,-0.13923166803385903,51.51375117945243
536,0,0,0,0,7.56,7.56,167.63,0,529232.5744,181059.757,-0.13901667562203432,51.51369038814476
537,0,0,0,0,12.71,12.71,171.42,0,529228.119,181056.8389,-0.13908191488221533,51.513665182220215
538,0,0,0,0,18.08,12.72,174.77,0,529224.0919,181053.2717,-0.1391412230498266,51.513634045122714
539,1,0,1,0,22.19,8.62,178.55,1,529220.0145,181051.6831,-0.1392005310010551,51.513620700567564
540,1,0,1,0,51.14,11.36,213.16,1,529186.3398,181060.2314,-0.13968241286113722,51.51370521533454
541,0,0,0,0,93.11,14.08,252.39,0,529145.4228,181049.952,-0.14027549781899026,51.513622183180026
542,0,0,0,0,87.7,18.9,247.59,0,529150.5081,181052.3911,-0.14020136222444055,51.513642941289284
543,0,0,0,0,85.1,26.36,246.83,0,529152.2659,181060.1903,-0.1401731901587686,51.513712628929156
544,0,0,0,0,79.1,29.03,240.62,0,529158.3693,181059.0255,-0.14008570998164876,51.5137007672691
545,0,0,0,0,73.89,40.81,235.78,0,529163.4797,181060.4753,-0.1400115748058489,51.51371262897928
546,0,0,0,0,69.91,37.11,232.41,0,529167.322,181063.2128,-0.13995523250027042,51.51373635246589
547,0,0,0,0,63.49,30.49,227.07,0,529173.768,181068.8213,-0.1398603382757403,51.51378528200559
548,0,0,0,0,60.64,22.43,220.49,0,529177.874,181053.0866,-0.1398069604410243,51.51364294105393
549,0,0,0,0,64.63,26.44,223.89,0,529174.2164,181051.1788,-0.13986033875554732,51.51362663171404
550,0,0,0,0,71.02,33.39,229.45,0,529168.3165,181048.389,-0.13994633541273716,51.513602908249815
551,0,0,0,0,76.0,29.4,233.65,0,529163.8526,181045.8007,-0.14001157574496634,51.51358066755694
552,0,0,0,0,83.28,24.37,239.82,0,529157.3606,181042.0059,-0.1401064680253063,51.51354804757513
553,0,0,0,0,87.71,21.75,243.49,0,529153.514,181039.4333,-0.14016281159347554,51.513525806901306
554,0,0,0,0,88.51,9.73,239.06,0,529157.5319,181027.1612,-0.14010943454270994,51.513414603552
555,0,0,0,0,81.8,15.95,233.0,0,529163.6377,181029.9562,-0.1400204708856047,51.51343832684398
556,1,0,1,0,76.66,21.12,229.19,1,529167.5578,181033.6856,-0.13996264528796695,51.513470946478485
557,0,0,0,0,70.89,26.56,224.48,0,529172.4164,181036.9439,-0.13989147502762894,51.51349911807941
558,0,0,0,0,66.93,30.14,221.02,0,529175.9752,181038.6843,-0.13983958115606113,51.513513945629995
559,0,0,0,0,62.72,30.93,217.65,0,529179.5174,181041.0842,-0.1397876848942958,51.51353470367823
560,0,0,0,0,57.95,26.31,214.1,0,529183.3471,181044.3163,-0.13973134309341395,51.51356287475927
561,0,0,0,0,53.63,23.49,210.17,0,529187.4288,181045.74,-0.13967203380773363,51.513574736696185
562,2,0,2,0,51.29,13.32,199.55,1,529197.2081,181033.6144,-0.1395356239806999,51.51346353346058
563,2,0,2,0,57.52,19.34,205.81,1,529190.8756,181031.6385,-0.13962755314414196,51.513447223335056
564,0,0,0,0,62.06,27.14,209.48,0,529187.132,181029.0685,-0.13968241237498397,51.51342498272787
565,0,0,0,0,65.97,24.66,211.94,0,529184.6396,181025.8704,-0.13971948074928467,51.513396811727084
566,0,0,0,0,69.01,24.18,214.58,0,529182.0024,181024.3184,-0.1397580319533242,51.51338346679919
567,0,0,0,0,73.71,23.97,218.55,0,529178.053,181021.7432,-0.13981585703815128,51.51336122640867
568,0,0,0,0,78.91,18.7,223.38,0,529173.2721,181019.4768,-0.13988554491815702,51.51334195101238
569,0,0,0,0,84.47,13.13,227.43,0,529169.3604,181015.4176,-0.13994337015015193,51.513306365681245
570,0,0,0,0,47.96,13.31,208.49,0,529190.3259,181055.5051,-0.13962673202448145,51.51366183088228
571,0,0,0,0,46.11,9.22,204.2,0,529193.8911,181049.88,-0.1395774425417626,51.51361046531642
572,0,0,0,0,43.81,5.63,195.45,0,529201.7044,181040.0399,-0.13946851189855733,51.51352025024751
573,0,0,0,0,44.86,9.21,191.63,0,529205.1721,181034.3194,-0.1394206619500897,51.513468049562576
574,0,0,0,0,45.13,12.67,188.29,0,529208.3771,181031.0126,-0.139375711869998,51.513437600075235
575,1,0,1,0,47.86,12.8,186.37,1,529210.2104,181026.2187,-0.13935106269609807,51.513394099864435
576,0,0,0,0,49.69,8.75,180.44,0,529216.1893,181020.7235,-0.13926696230133873,51.51334335004838
577,0,0,0,0,56.65,7.67,191.01,0,529205.6703,181018.6812,-0.13941921275610064,51.51332739994106
578,0,0,0,0,64.48,13.28,198.14,0,529198.7424,181013.9873,-0.13952071227880472,51.513286800081566
579,0,0,0,0,68.18,10.02,192.47,0,529205.0969,181005.5974,-0.13943226216758553,51.513209950773614
580,0,0,0,0,62.95,4.64,187.52,0,529209.7395,181009.1037,-0.1393641121752133,51.513240400108
581,0,0,0,0,54.76,9.3,176.35,0,529220.5994,181013.5749,-0.13920606261048765,51.51327810004178
582,0,0,0,0,57.8,11.57,174.93,0,529222.3035,181009.9072,-0.13918286208023384,51.513244750138625
583,1,0,1,0,62.21,16.68,172.33,1,529225.4571,181004.6629,-0.13913936223699688,51.5131969005812
584,0,0,0,0,26.22,10.35,178.05,0,529219.7712,181046.1464,-0.13920606284564707,51.51357099951405
585,2,0,2,0,28.38,14.77,175.48,1,529221.8941,181041.844,-0.13917706271239735,51.51353185005615
586,0,0,0,0,30.09,18.9,172.7,0,529224.3948,181038.5192,-0.13914226322448614,51.51350139965593
587,0,0,0,0,32.47,23.03,170.17,0,529226.6984,181035.0281,-0.13911036347871547,51.51346949979796
588,0,0,0,0,36.5,25.49,165.78,0,529230.8581,181029.8094,-0.13905236349019093,51.513421650360044
589,0,0,0,0,40.06,32.21,162.79,0,529233.7777,181025.8499,-0.1390117633078959,51.51338540033836
590,2,0,2,0,43.87,27.65,159.9,1,529236.6973,181021.8904,-0.13897116318969552,51.513349150303064
591,0,0,0,0,22.79,22.79,165.59,0,529232.0188,181043.5536,-0.13903061238119116,51.51354490007377
592,0,0,0,0,19.17,19.17,160.74,0,529237.2773,181046.5916,-0.13895376244131458,51.51357099994239
593,0,0,0,0,65.04,13.77,167.91,0,529230.3807,181001.077,-0.13906976234504478,51.513163550074545
594,0,0,0,0,69.26,9.73,165.91,0,529233.1113,180996.6287,-0.13903206350145086,51.513122950552564
595,0,0,0,0,73.39,6.09,162.74,0,529237.1459,180992.3749,-0.13897551240146322,51.51308380093148
596,0,0,0,0,52.84,16.04,154.97,0,529242.0539,181013.1524,-0.13889721388273102,51.51326940038032
597,0,0,0,0,57.15,11.53,152.02,0,529245.376,181009.2031,-0.1388508131264285,51.5132331499819
598,0,0,0,0,62.26,6.83,150.18,0,529247.813,181004.4246,-0.13881746400643866,51.5131896500862
599,0,0,0,0,67.1,5.35,147.44,0,529251.2439,181000.1555,-0.13876961352223777,51.513150500845136
600,0,0,0,0,77.18,13.17,169.5,0,529230.9941,180988.8301,-0.13906541301284903,51.51305335071534
601,0,0,0,0,80.99,16.27,173.62,0,529227.5588,180985.3544,-0.1391161633845696,51.51302290066541
602,0,0,0,0,84.34,12.13,178.03,0,529223.7047,180982.5135,-0.13917271304363013,51.51299825104647
603,1,0,1,0,91.92,14.11,164.69,1,529240.0321,180973.8931,-0.13894071257929727,51.512917051006376
604,2,0,2,0,95.51,18.89,168.81,1,529236.9027,180970.2638,-0.1389871133760417,51.512885150746094
605,0,0,0,0,98.61,11.51,175.49,0,529230.8352,180967.3666,-0.13907556227374085,51.51286050103782
606,8,0,8,0,102.21,9.58,180.59,1,529226.5834,180964.1153,-0.13913798996031865,51.512832254172785
607,0,0,0,0,106.94,11.47,185.85,0,529222.5442,180959.8339,-0.13919773281062328,51.51279470149607
608,2,0,2,0,110.88,14.55,191.78,1,529217.4101,180956.6643,-0.13927283780733635,51.51276739037585
609,0,0,0,0,113.01,10.79,195.8,0,529213.6538,180955.2392,-0.13932746005261723,51.51275544169964
610,2,0,2,0,87.75,8.77,182.47,1,529219.8146,180979.7561,-0.13922975055905523,51.512974360014795
611,0,0,0,0,93.39,6.99,188.92,0,529214.3482,180975.213,-0.13931014478918893,51.51293478157287
612,0,0,0,0,97.04,9.65,193.47,0,529210.3811,180972.4972,-0.13936827592329984,51.51291128191224
613,0,0,0,0,99.88,15.39,197.41,0,529206.8222,180970.6176,-0.13942022166294274,51.512895203637676
614,0,0,0,0,82.14,16.15,185.11,0,529215.5204,180986.5284,-0.13928911841992714,51.51303620183184
615,0,0,0,0,79.08,21.01,187.29,0,529212.4703,180990.6399,-0.13933154241026594,51.51307384755419
616,0,0,0,0,76.63,19.22,189.65,0,529209.4296,180994.3405,-0.1393739815471189,51.513107798479275
617,1,0,1,0,84.59,17.12,197.56,1,529202.4041,180988.6524,-0.13947725034919037,51.51305828637451
618,0,0,0,0,86.82,20.11,195.29,0,529205.4448,180984.9518,-0.13943481117965284,51.513024335486215
619,1,0,1,0,46.61,6.44,142.11,1,529258.4078,180991.808,-0.13866949189669578,51.513073847019236
620,0,0,0,0,40.97,8.27,139.22,0,529262.5483,180987.3483,-0.1386114913572275,51.513032822660286
621,0,0,0,0,37.13,11.39,138.43,0,529264.8318,180982.5266,-0.13858036923932987,51.51298896956018
622,0,0,0,0,32.58,16.62,136.68,0,529268.2891,180977.8921,-0.13853227279833302,51.512946530452304
623,0,0,0,0,28.6,21.95,135.18,0,529271.6444,180973.4124,-0.13848558880192657,51.512905505781674
624,0,0,0,0,25.61,26.78,134.08,0,529274.595,180969.3947,-0.138444564364462,51.51286872545782
625,0,0,0,0,23.38,23.38,132.95,0,529277.2231,180966.4706,-0.13840778417262298,51.51284184669213
626,0,0,0,0,22.43,22.43,132.91,0,529280.0094,180961.1894,-0.13836958910794533,51.512793749212804
627,1,0,1,0,21.86,21.86,132.24,1,529282.4412,180958.2604,-0.13833563803960075,51.51276687126497
628,0,0,0,0,87.28,6.73,157.99,0,529245.4767,180978.886,-0.13886046729341223,51.51296067639065
629,0,0,0,0,52.72,7.7,156.61,0,529247.7001,180976.4239,-0.13882934630085852,51.51293804209923
630,0,0,0,0,49.71,11.48,155.37,0,529250.4584,180972.2439,-0.13879115062633982,51.5128998473023
631,0,0,0,0,46.34,16.09,153.63,0,529253.9038,180968.0813,-0.13874305261384373,51.51286165182103
632,1,0,1,0,44.46,24.1,153.79,1,529256.9424,180960.6027,-0.13870202832413542,51.5127937494151
633,0,0,0,0,41.56,28.09,151.54,0,529260.7444,180957.8659,-0.1386482722485681,51.512768285622435
634,0,0,0,0,41.43,22.25,151.94,0,529264.0695,180950.7094,-0.13860300385763832,51.512703212313156
635,0,0,0,0,39.97,20.87,150.01,0,529269.3057,180945.6479,-0.13852944344277685,51.51265652927434
636,0,0,0,0,40.78,21.32,149.19,0,529274.3737,180939.4803,-0.13845871090268713,51.512599944455914
637,0,0,0,0,44.32,16.55,149.92,0,529278.8807,180932.1964,-0.13839646730895613,51.51253345599227
638,0,0,0,0,45.96,11.52,149.21,0,529282.8049,180928.5183,-0.13834129659261687,51.51249950495191
639,0,0,0,0,48.75,7.54,149.38,0,529286.2504,180924.3557,-0.13829319793410738,51.5124613092688
640,0,0,0,0,50.84,5.79,149.24,0,529289.173,180921.4392,-0.1382521738446646,51.51243443142975
641,0,0,0,0,23.13,23.13,131.97,0,529286.3193,180952.5347,-0.13828188126369786,51.51271452957901
642,0,0,0,0,26.34,20.53,132.07,0,529290.2995,180946.6542,-0.13822671082959842,51.51266077338695
643,0,0,0,0,28.52,16.87,132.08,0,529292.6372,180943.5654,-0.13819417377217286,51.512632480838796
644,0,0,0,0,30.56,13.78,131.83,0,529295.061,180940.951,-0.13816022287362564,51.51260843188458
645,0,0,0,0,36.68,7.21,133.42,0,529298.6646,180934.4313,-0.138110710905379,51.51254901744599
646,0,0,0,0,39.91,5.92,133.39,0,529301.7916,180931.2051,-0.13806685646104808,51.51251930963114
647,1,0,1,0,55.83,9.35,151.68,1,529291.1781,180915.9807,-0.13822529542881062,51.51238491915812
648,0,0,0,0,58.32,12.16,150.9,0,529295.5771,180912.9443,-0.13816305161938766,51.51235662624965
649,1,0,1,0,62.8,17.36,152.4,1,529298.6419,180908.2999,-0.1381206128006996,51.51231418774646
650,0,0,0,0,44.49,7.96,134.09,0,529305.241,180926.8853,-0.13801875944862355,51.51247970023781
651,0,0,0,0,49.79,12.03,135.95,0,529308.0194,180921.9187,-0.13798056358681624,51.512434431656025
652,1,0,1,0,55.11,13.56,136.27,1,529312.9452,180917.479,-0.1379112469015566,51.51239340713633
653,1,0,1,0,58.35,10.48,137.68,1,529314.4937,180914.5275,-0.13789002631762884,51.51236652883502
654,4,0,4,0,62.88,6.78,139.52,1,529316.9535,180910.4973,-0.13785607613039516,51.51232974820404
655,1,0,1,0,61.49,9.94,136.12,1,529319.6459,180912.7696,-0.1378164662991694,51.51234955300431
656,0,0,0,0,63.16,12.0,134.3,0,529323.4861,180912.3951,-0.1377612953263051,51.51234530934146
657,0,0,0,0,60.54,12.69,129.85,0,529325.7459,180916.2306,-0.13772734303597625,51.51237926103285
658,1,0,1,0,59.47,11.61,124.99,1,529329.6903,180919.4792,-0.13766934342534382,51.512407553180815
659,3,0,3,0,69.18,10.92,120.29,1,529335.6339,180921.362,-0.13758305094259668,51.51242311406767
660,2,0,2,0,64.62,11.1,113.83,1,529340.4257,180926.049,-0.13751231931748953,51.51246413879334
661,2,0,2,0,61.36,12.78,108.37,1,529344.9471,180929.7846,-0.13744583073004893,51.512496675382245
662,0,0,0,0,53.26,20.88,102.07,0,529343.6632,180937.7801,-0.1374613913538192,51.512568822109685
663,0,0,0,0,90.53,11.93,184.92,0,529277.7654,180883.3695,-0.1384304183500543,51.51209491846375
664,0,0,0,0,87.02,7.9,179.92,0,529282.6133,180885.854,-0.13835968693282655,51.512116137694164
665,0,0,0,0,81.42,8.05,171.79,0,529290.0635,180890.2938,-0.1382507597708589,51.51215433364778
666,0,0,0,0,78.68,11.01,168.03,0,529293.0464,180892.7309,-0.1382069059881221,51.51217555317836
667,0,0,0,0,75.8,12.08,163.47,0,529297.1051,180895.3528,-0.13814749036447016,51.51219818747661
668,0,0,0,0,72.18,15.47,158.31,0,529300.9434,180898.9135,-0.13809090497693652,51.5122293088435
669,0,0,0,0,68.86,4.86,152.12,0,529306.4504,180902.5168,-0.1380102706067693,51.512260431478396
670,1,0,1,0,92.11,8.52,171.24,1,529306.8464,180879.2295,-0.13801310049522456,51.51205106510404
671,0,0,0,0,100.67,5.48,187.36,0,529290.065,180870.9318,-0.13825783209067088,51.511980332915606
672,0,0,0,0,104.4,8.61,188.88,0,529293.3101,180866.9216,-0.1382125644231633,51.51194355258881
673,1,0,1,0,108.1,11.76,190.51,1,529296.355,180863.0637,-0.13817012436550755,51.511908186689176
674,0,0,0,0,112.34,16.41,192.28,0,529300.0989,180858.7513,-0.13811778370854394,51.511868576509876
675,0,0,0,0,118.6,14.37,195.95,0,529303.6946,180852.5462,-0.13806827107655997,51.51181199107511
676,0,0,0,0,121.47,10.99,197.17,0,529306.3188,180849.7795,-0.1380314904382096,51.51178652759496
677,0,0,0,0,126.22,6.4,199.19,0,529310.7539,180845.3273,-0.1379692464364459,51.51174550297461
678,0,0,0,0,96.45,10.75,173.88,0,529308.7213,180875.027,-0.13798763749475307,51.51201286983658
679,0,0,0,0,100.52,15.71,175.2,0,529312.5475,180871.3464,-0.13793388004965845,51.51197891855169
680,0,0,0,0,106.21,17.25,178.24,0,529316.021,180866.0827,-0.13788578251217262,51.51193082105667
681,1,0,1,0,114.63,8.68,182.62,1,529321.714,180858.5142,-0.137806563841,51.511861503486855
682,0,0,0,0,86.01,16.57,160.97,0,529314.9157,180886.361,-0.1378942703255833,51.512113308654726
683,0,0,0,0,85.61,16.99,158.47,0,529318.1309,180887.3873,-0.13784758775940714,51.5121217965059
684,0,0,0,0,82.42,14.01,153.96,0,529320.4888,180891.2253,-0.13781222191426654,51.512155748260184
685,1,0,1,0,81.71,14.54,150.47,1,529324.3711,180893.0556,-0.13775563681391761,51.51217130882959
686,0,0,0,0,80.4,17.07,146.11,0,529328.4258,180895.8348,-0.13769622093785183,51.5121953574184
687,0,0,0,0,78.44,10.09,138.86,0,529334.7841,180900.7191,-0.1376028561050488,51.51223779704475
688,0,0,0,0,85.67,5.19,133.01,0,529339.4898,180904.9316,-0.13753353875390317,51.51227457729312
689,0,0,0,0,112.38,6.14,150.0,0,529357.7009,180880.2088,-0.1372803179361409,51.51204823592571
690,0,0,0,0,114.67,11.43,154.24,0,529353.0653,180877.0999,-0.13734822099912425,51.51202135750225
691,0,0,0,0,118.18,16.7,159.24,0,529349.1409,180873.0646,-0.13740622062614935,51.51198599110435
692,0,0,0,0,110.34,25.67,165.15,0,529342.2676,180869.1118,-0.13750666088034336,51.51195204051609
693,0,0,0,0,112.43,18.64,171.92,0,529335.5126,180864.3748,-0.13760568461193304,51.511911015421845
694,0,0,0,0,115.16,13.09,178.65,0,529329.1501,180859.6479,-0.1376990515700433,51.51186999125011
695,0,0,0,0,135.26,10.62,205.53,0,529314.6099,180836.6102,-0.13791690573071697,51.51166628338544
696,0,0,0,0,141.19,7.46,209.4,0,529317.8952,180831.0269,-0.13787163614513132,51.51161535677094
697,0,0,0,0,146.68,9.41,212.42,0,529322.2441,180826.1003,-0.13781080783802357,51.51157008849207
698,0,0,0,0,153.83,16.01,217.0,0,529326.8295,180819.6055,-0.1377471482458181,51.51151067316858
699,0,0,0,0,159.92,22.32,220.82,0,529331.0923,180814.2045,-0.13768773408758464,51.51146116122932
700,0,0,0,0,167.06,31.38,225.6,0,529335.6737,180807.8671,-0.13762407472705643,51.51140316126131
701,0,0,0,0,174.58,23.03,230.83,0,529340.3612,180801.2175,-0.13755900188773068,51.51134233134967
702,0,0,0,0,180.58,16.71,234.74,0,529344.8124,180796.1361,-0.13749675765459934,51.51129564837692
703,0,0,0,0,185.55,12.43,238.32,0,529347.8693,180791.8063,-0.13745431888815487,51.51125603866161
704,0,0,0,0,193.45,8.24,244.02,0,529352.9535,180785.0095,-0.13738358713796245,51.51119379508523
705,0,0,0,0,200.94,10.74,249.41,0,529358.0257,180778.6846,-0.1373128554259224,51.511135795032
706,0,0,0,0,215.41,25.77,264.39,0,529357.8211,180763.5675,-0.1373213433303038,51.510999989110836
707,0,0,0,0,228.74,30.02,275.6,0,529363.925,180751.4445,-0.13723787886811784,51.51088964729982
708,0,0,0,0,212.43,21.54,259.72,0,529361.5453,180767.7551,-0.13726617236628413,51.5110367699497
709,0,0,0,0,235.85,34.65,269.66,0,529368.5006,180756.9131,-0.13716997653687388,51.51093774530059
710,0,0,0,0,208.16,16.83,254.65,0,529362.9918,180772.6718,-0.1372435375414641,51.511080623952544
711,0,0,0,0,224.22,23.44,258.19,0,529367.6153,180768.5393,-0.13717846466865427,51.51104242887606
712,0,0,0,0,230.29,28.81,263.03,0,529372.6635,180763.1582,-0.13710773310525792,51.510992915831515
713,0,0,0,0,235.02,20.87,267.12,0,529375.426,180758.821,-0.1370695376122311,51.51095330682401
714,0,0,0,0,240.3,15.49,271.67,0,529378.6913,180754.0242,-0.13702426936682713,51.51090945250046
715,0,0,0,0,245.29,11.65,276.2,0,529380.8729,180749.3573,-0.13699456098644533,51.510867013444724
716,0,0,0,0,250.55,7.55,280.63,0,529384.7231,180744.7329,-0.13694080599361588,51.51082457459048
717,0,0,0,0,197.01,16.27,220.81,0,529400.5918,180804.3248,-0.13669041492444595,51.51135647791177
718,0,0,0,0,199.37,21.26,224.66,0,529396.3689,180800.4393,-0.13675265829440386,51.511322526333714
719,0,0,0,0,202.5,27.96,229.59,0,529390.992,180795.58,-0.13683187863124874,51.51128008750435
720,0,0,0,0,203.52,15.56,232.28,0,529385.5551,180793.0804,-0.13691109779172683,51.51125886823735
721,0,0,0,0,207.6,12.16,237.63,0,529381.5605,180787.9414,-0.13697051243761907,51.51121359949502
722,0,0,0,0,210.62,11.01,241.76,0,529377.8283,180784.0685,-0.1370256836966448,51.51117964874236
723,0,0,0,0,219.93,21.29,249.53,0,529384.1265,180775.8858,-0.1369379766929322,51.51110467253148
724,0,0,0,0,225.74,21.74,254.67,0,529387.1094,180770.6096,-0.13689695132514076,51.511056574545826
725,0,0,0,0,231.72,15.66,259.81,0,529390.8775,180765.3535,-0.13684461022121192,51.511008477538255
726,0,0,0,0,239.22,9.0,266.24,0,529395.8556,180758.8688,-0.1367752933021691,51.51094906262436
727,0,0,0,0,271.38,16.36,300.62,0,529390.0497,180724.562,-0.13687148803760635,51.510642086365785
728,0,0,0,0,266.56,8.86,294.61,0,529394.8096,180730.5075,-0.13680075657414587,51.51069442774285
729,0,0,0,0,278.94,13.42,307.56,0,529393.5674,180717.5679,-0.13682339088393008,51.51057842776928
730,0,0,0,0,279.16,8.1,306.46,0,529399.5313,180718.6642,-0.13673709762454964,51.510586915394235
731,0,0,0,0,252.43,6.87,298.8,0,529367.18,180727.7578,-0.13719968342343405,51.51067603768927
732,0,0,0,0,256.51,7.75,304.0,0,529364.4574,180722.8086,-0.13724070824040563,51.510632183511845
733,0,0,0,0,248.99,9.91,294.03,0,529370.4054,180732.2475,-0.13715158568972016,51.5107156474536
734,0,0,0,0,259.74,11.54,292.36,0,529374.2016,180733.6034,-0.13709641608716674,51.5107269641328
735,0,0,0,0,255.79,17.37,287.4,0,529378.5028,180738.2779,-0.13703275686774163,51.51076798849453
736,0,0,0,0,252.91,11.98,283.88,0,529381.0691,180741.649,-0.13699456130633855,51.5107976964546
737,0,0,0,0,261.59,7.69,286.76,0,529406.2946,180738.5132,-0.136632415163878,51.510763744728166
738,0,0,0,0,258.24,12.69,282.27,0,529410.3994,180743.1828,-0.13657158581888595,51.51080476973788
739,0,0,0,0,256.16,17.18,279.23,0,529413.8532,180746.419,-0.13652065767312221,51.510833062160245
740,0,0,0,0,252.97,24.0,274.59,0,529418.8334,180751.4257,-0.13644709704000615,51.51087691620297
741,0,0,0,0,250.21,30.2,270.36,0,529423.7235,180756.1152,-0.13637495021269347,51.51091794023923
742,0,0,0,0,247.45,25.46,266.67,0,529426.47,180760.1205,-0.13633392627335708,51.51095330609753
743,0,0,0,0,243.64,19.24,261.67,0,529429.7695,180765.5567,-0.1362844131759917,51.51100140443539
744,0,0,0,0,242.57,15.32,259.21,0,529434.3069,180768.6631,-0.1362179262287337,51.51102828226369
745,0,0,0,0,337.29,8.84,349.71,0,529480.4273,180685.6209,-0.13558416792690808,51.510271451261005
746,0,0,0,0,353.06,9.13,355.43,0,529531.2355,180696.203,-0.13484855675039784,51.510354915090595
747,0,0,0,0,351.31,7.65,354.39,0,529527.4151,180695.7908,-0.13490372859659877,51.51035208574208
748,0,0,0,0,346.85,10.77,350.56,0,529522.6432,180698.0304,-0.13497163049952346,51.510373305153294
749,0,0,0,0,343.46,16.17,347.64,0,529519.1594,180699.8306,-0.1350211427749343,51.510390280797175
750,0,0,0,0,337.89,9.67,342.71,0,529513.9667,180703.1614,-0.1350947046150731,51.51042140277017
751,0,0,0,0,333.16,7.18,338.39,0,529510.1524,180706.3699,-0.1351484599781154,51.51045110998809
752,0,0,0,0,327.42,9.66,332.75,0,529507.2756,180711.3339,-0.13518806949362128,51.510496378628766
753,0,0,0,0,320.39,15.27,325.86,0,529503.6836,180717.3816,-0.13523758161234037,51.51055154989042
754,0,0,0,0,315.07,18.69,320.89,0,529500.0455,180721.3816,-0.13528850917506846,51.510588329658546
755,0,0,0,0,290.3,7.19,297.23,0,529485.3891,180741.4722,-0.13549221716110835,51.510772233251934
756,0,0,0,0,283.84,8.68,291.17,0,529481.3304,180746.5634,-0.13554880226363478,51.51081891547461
757,0,0,0,0,279.05,11.81,286.87,0,529477.6102,180749.9318,-0.13560114450046223,51.51085003791793
758,0,0,0,0,238.33,13.18,263.94,0,529401.1003,180761.2061,-0.13669890219587602,51.510968867241566
759,0,0,0,0,235.48,18.54,260.0,0,529404.7303,180765.2339,-0.13664514604111003,51.51100423326402
760,0,0,0,0,233.06,23.75,256.43,0,529408.4665,180768.9496,-0.1365899747559345,51.51103677021527
761,0,0,0,0,230.58,23.96,252.77,0,529412.1986,180772.8226,-0.1365348047571416,51.51107072168374
762,0,0,0,0,229.3,19.62,250.41,0,529415.6683,180775.4295,-0.13648387807238313,51.511093355124885
763,0,0,0,0,225.86,13.53,245.61,0,529419.4666,180780.5635,-0.13642729206396995,51.51113862360525
764,0,0,0,0,225.44,8.45,243.77,0,529424.0241,180782.8834,-0.13636080396022282,51.511158428883874
765,0,0,0,0,237.62,5.15,249.35,0,529448.9149,180781.3135,-0.13600290145059565,51.51113862403685
766,0,0,0,0,236.12,10.62,246.43,0,529452.8434,180785.1915,-0.13594490050130187,51.511172575201456
767,0,0,0,0,235.92,22.8,244.58,0,529457.7735,180788.3079,-0.13587275375214466,51.51119945280845
768,0,0,0,0,233.92,17.93,240.71,0,529462.5493,180793.6243,-0.1358020220752792,51.511246136395634
769,0,0,0,0,233.26,16.15,238.15,0,529467.7458,180797.8494,-0.13572563166398724,51.51128291646344
770,0,0,0,0,232.42,17.02,235.15,0,529473.413,180802.8737,-0.13564216884935446,51.5113267708787
771,0,0,0,0,214.64,5.45,221.82,0,529453.4704,180810.7087,-0.13592650992709035,51.511401746706625
772,0,0,0,0,214.91,10.2,223.56,0,529449.612,180807.9343,-0.13598309677333412,51.51137769721523
773,0,0,0,0,216.55,16.12,227.28,0,529444.4356,180802.9226,-0.1360594861895653,51.51133384345288
774,0,0,0,0,217.65,10.74,229.95,0,529440.3028,180799.3543,-0.1361203160136808,51.51130272216907
